subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial_x,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,account_name,industry,country,referral_source,is_trial_y,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,tenure_months,ltv_realized,churn_risk_score,risk_tier
S-17f71d,A-e40f45,2024-05-15,,Pro,44,2156,25872,False,True,False,False,monthly,True,Company_317,HealthTech,US,organic,False,2024-11-09,budget,101.23,False,False,6.73,63416.0,,
S-5895f0,A-bcf664,2023-10-05,,Basic,8,0,0,True,False,False,False,annual,True,Company_248,DevTools,US,other,False,2024-08-08,competitor,0.0,False,False,14.68,81696.0,,
S-b042d9,A-0e966d,2024-11-15,,Enterprise,11,2189,26268,False,False,False,False,annual,True,Company_493,FinTech,IN,ads,False,,,,,,6.21,42741.0,0.51,Medium
S-ffd1ee,A-f03140,2024-11-06,,Pro,27,0,0,True,False,False,False,annual,True,Company_209,DevTools,IN,event,True,2024-10-03,competitor,0.0,False,False,,,,
S-9c4bcd,A-a7bd4b,2024-05-14,,Pro,5,245,2940,False,True,False,False,monthly,True,Company_363,Cybersecurity,US,ads,False,2024-10-15,features,0.0,False,False,19.97,47108.0,,
S-4f91d0,A-7f8241,2024-10-12,,Basic,34,646,7752,False,False,False,False,monthly,False,Company_42,EdTech,US,organic,False,,,,,,21.62,366446.0,0.08,Low
S-672f1b,A-eafc6e,2023-08-08,,Pro,27,1323,15876,False,False,False,False,monthly,True,Company_149,DevTools,US,partner,False,2023-07-31,pricing,0.0,False,False,0.82,126429.0,,
S-101201,A-d49cc5,2024-02-13,,Basic,50,950,11400,False,False,False,False,annual,True,Company_275,Cybersecurity,FR,event,False,2024-04-12,competitor,0.0,False,False,6.77,66140.0,,
S-eea643,A-54ecc2,2024-10-30,,Enterprise,28,5572,66864,False,False,False,False,monthly,True,Company_289,Cybersecurity,US,partner,False,2024-09-12,unknown,0.0,True,False,15.08,94595.0,,
S-5f9a67,A-6da850,2023-12-04,,Pro,5,245,2940,False,False,False,False,annual,True,Company_293,FinTech,IN,organic,False,2024-10-25,competitor,0.0,False,False,3.29,99624.0,,
S-327e7c,A-4e960a,2024-02-07,,Enterprise,17,0,0,True,False,False,False,annual,True,Company_277,FinTech,US,other,True,,,,,,,,,
S-d97c5f,A-533452,2024-11-25,,Pro,101,4949,59388,False,False,False,False,monthly,True,Company_279,DevTools,AU,organic,False,2024-11-19,features,0.0,False,False,0.23,30350.0,,
S-029c20,A-f44180,2024-12-13,,Basic,10,0,0,True,False,False,False,annual,False,Company_376,Cybersecurity,UK,event,False,2023-04-29,competitor,38.15,False,False,2.46,259598.0,,
S-a74462,A-7c83a1,2024-05-14,,Pro,48,2352,28224,False,False,False,False,annual,True,Company_447,Cybersecurity,US,partner,False,2024-05-19,unknown,0.0,True,False,0.43,83334.0,,
S-02ec76,A-e60f9d,2024-09-17,,Pro,29,1421,17052,False,False,False,False,monthly,True,Company_178,FinTech,US,other,False,,,,,,4.17,88091.0,0.3,Low
S-d1c9e3,A-075038,2024-01-09,,Basic,17,323,3876,False,False,False,False,annual,True,Company_397,HealthTech,UK,ads,False,2024-09-05,features,6.38,False,False,15.83,158466.0,,
S-51d8db,A-cc1d8d,2024-12-30,,Enterprise,6,1194,14328,False,False,False,False,annual,True,Company_440,FinTech,US,other,False,2024-12-17,features,0.0,False,False,0.3,7158.0,,
S-c3c85e,A-271f46,2024-10-31,,Basic,38,722,8664,False,False,False,False,monthly,True,Company_84,DevTools,US,event,False,2023-03-04,support,0.0,False,False,0.76,91923.0,,
S-44a646,A-1e1b80,2023-12-26,,Basic,50,950,11400,False,False,False,False,annual,True,Company_416,FinTech,CA,other,False,2024-11-13,features,0.0,False,False,0.72,410689.0,,
S-431c03,A-e4bf56,2024-12-02,2024-12-19,Enterprise,37,7363,88356,False,False,False,True,monthly,True,Company_272,HealthTech,IN,ads,False,,,,,,2.1,19219.0,0.74,High
S-4f0027,A-ff79f2,2024-12-31,2024-12-31,Enterprise,19,3781,45372,False,False,False,True,annual,True,Company_165,DevTools,US,ads,False,,,,,,8.21,64558.0,0.28,Low
S-6c9ee1,A-6da850,2024-02-20,,Enterprise,23,0,0,True,False,False,False,monthly,True,Company_293,FinTech,IN,organic,False,2024-10-25,competitor,0.0,False,False,3.29,99624.0,,
S-396a84,A-5b4ebb,2024-10-23,2024-11-27,Basic,21,399,4788,False,False,False,True,monthly,False,Company_69,Cybersecurity,UK,other,True,,,,,,,,,
S-6bea24,A-3f9cc0,2024-07-06,,Basic,22,0,0,True,False,False,False,monthly,True,Company_359,HealthTech,US,event,False,2024-08-09,features,0.0,False,False,1.48,98275.0,,
S-259804,A-d4ac0e,2024-10-01,,Basic,28,532,6384,False,False,False,False,annual,True,Company_364,DevTools,UK,ads,False,,,,,,8.38,83974.0,0.36,Low
S-33e40e,A-86cdb4,2024-10-10,2024-12-29,Enterprise,2,398,4776,False,False,False,True,annual,True,Company_250,DevTools,DE,partner,False,,,,,,3.29,4974.0,0.89,High
S-fbd522,A-310452,2024-12-28,,Pro,9,0,0,True,False,False,False,annual,False,Company_321,DevTools,FR,other,False,2024-12-25,budget,0.0,True,False,0.0,8802.0,,
S-bbafad,A-854864,2024-12-27,2024-12-30,Basic,20,380,4560,False,False,False,True,annual,True,Company_38,FinTech,IN,event,False,2024-12-24,support,8.47,True,False,0.56,11807.0,,
S-3edc14,A-d82ef9,2024-10-04,,Pro,26,0,0,True,False,False,False,annual,True,Company_355,EdTech,UK,other,False,2024-08-06,budget,74.94,False,False,1.15,52343.0,,
S-11e29d,A-71615e,2024-10-13,,Basic,32,608,7296,False,False,False,False,monthly,True,Company_167,EdTech,US,organic,False,2024-07-16,pricing,0.0,True,False,1.94,130988.0,,
S-1feff8,A-5fe118,2024-12-06,,Enterprise,39,7761,93132,False,False,False,False,annual,True,Company_374,Cybersecurity,US,other,False,2024-12-16,features,114.86,False,False,1.28,17832.0,,
S-61e86c,A-39ddf4,2024-12-07,,Enterprise,40,7960,95520,False,False,False,False,annual,True,Company_435,EdTech,US,partner,False,2024-12-13,support,0.0,False,False,0.26,28669.0,,
S-af41f0,A-e83938,2024-06-27,,Basic,2,38,456,False,False,False,False,annual,False,Company_111,DevTools,UK,other,True,2024-02-19,features,0.0,False,False,,,,
S-65ae02,A-671f31,2024-12-14,,Pro,59,2891,34692,False,False,False,False,annual,True,Company_137,DevTools,US,ads,False,,,,,,1.22,27518.0,0.71,High
S-f7fccd,A-443b7c,2024-11-18,,Basic,6,0,0,True,True,False,False,annual,True,Company_280,Cybersecurity,US,other,False,,,,,,3.81,67219.0,0.57,Medium
S-7904d3,A-d4e0d4,2024-11-30,2024-12-03,Enterprise,117,23283,279396,False,False,False,True,monthly,True,Company_403,FinTech,US,other,False,,,,,,2.43,241301.0,0.45,Medium
S-48a54e,A-b2225d,2024-10-29,,Basic,47,0,0,True,False,False,False,monthly,True,Company_50,FinTech,US,ads,False,2024-03-31,pricing,0.0,False,False,0.76,90362.0,,
S-4a08bd,A-e08cd3,2024-10-11,,Pro,67,3283,39396,False,False,False,False,annual,False,Company_475,FinTech,US,ads,True,2024-09-21,competitor,0.0,False,False,,,,
S-faa8ec,A-2e4581,2024-12-09,,Basic,11,209,2508,False,False,False,False,monthly,True,Company_0,EdTech,US,partner,False,2024-11-23,budget,0.0,False,False,1.25,15574.0,,
S-8db104,A-4a267b,2024-10-18,,Pro,25,1225,14700,False,False,True,False,monthly,True,Company_451,FinTech,US,other,False,2024-06-17,support,64.54,False,False,1.41,99166.0,,
S-3c0121,A-7c83a1,2024-12-30,,Pro,24,1176,14112,False,False,False,False,monthly,True,Company_447,Cybersecurity,US,partner,False,2024-05-19,unknown,0.0,True,False,0.43,83334.0,,
S-13ca37,A-6843f2,2024-12-21,,Pro,21,0,0,True,False,True,False,monthly,True,Company_335,HealthTech,CA,ads,False,,,,,,0.69,13216.0,0.78,High
S-163e64,A-dfbd31,2024-11-08,,Enterprise,62,12338,148056,False,False,False,False,monthly,True,Company_190,DevTools,UK,partner,False,2024-12-19,unknown,0.0,False,False,0.92,74317.0,,
S-4d1ba6,A-00cac8,2024-04-04,,Enterprise,9,0,0,True,False,False,False,annual,False,Company_26,HealthTech,AU,organic,True,,,,,,,,,
S-e98d6b,A-309e54,2024-12-31,,Basic,15,285,3420,False,False,False,False,annual,True,Company_371,DevTools,US,other,False,2024-12-14,support,106.67,False,False,0.16,22839.0,,
S-041624,A-6843f2,2024-12-12,,Enterprise,21,4179,50148,False,False,False,False,monthly,True,Company_335,HealthTech,CA,ads,False,,,,,,0.69,13216.0,0.78,High
S-b78829,A-2e4581,2024-11-12,,Pro,20,980,11760,False,False,False,False,monthly,True,Company_0,EdTech,US,partner,False,2024-11-23,budget,0.0,False,False,1.25,15574.0,,
S-ca1c21,A-f92792,2024-12-02,,Basic,9,0,0,True,False,False,False,annual,False,Company_67,FinTech,US,ads,False,,,,,,5.91,65534.0,0.49,Medium
S-e1de58,A-ce550d,2024-10-28,,Enterprise,35,6965,83580,False,True,False,False,annual,True,Company_4,HealthTech,US,event,False,2024-12-28,budget,0.0,True,False,2.04,62121.0,,
S-721fea,A-f6b2fb,2024-05-23,,Pro,23,1127,13524,False,False,True,False,monthly,True,Company_418,DevTools,AU,event,False,2024-07-11,support,0.0,True,False,2.6,101514.0,,
S-eaac58,A-ff3c73,2023-04-08,,Basic,66,1254,15048,False,False,False,False,annual,True,Company_244,HealthTech,AU,other,False,2023-12-09,competitor,0.0,True,False,10.41,49390.0,,
S-1218fd,A-2d4502,2024-11-02,,Basic,14,266,3192,False,True,False,False,monthly,False,Company_45,FinTech,IN,event,False,2024-05-07,pricing,0.0,True,False,0.26,82991.0,,
S-936732,A-2f6a32,2024-11-28,2024-12-06,Pro,19,931,11172,False,False,False,True,annual,True,Company_160,HealthTech,US,organic,False,,,,,,4.17,13760.0,0.45,Medium
S-c2f293,A-69b156,2024-12-10,2024-12-30,Basic,8,152,1824,False,False,False,True,monthly,False,Company_396,EdTech,US,other,False,,,,,,13.34,95945.0,0.15,Low
S-fe3b71,A-44dc83,2024-09-24,,Enterprise,37,0,0,True,False,False,False,monthly,True,Company_35,EdTech,FR,other,False,2024-11-29,unknown,98.48,False,True,6.6,2554.0,,
S-f5f5b3,A-89ee83,2024-12-26,2024-12-29,Basic,10,190,2280,False,False,False,True,annual,True,Company_312,Cybersecurity,US,organic,False,,,,,,2.89,37935.0,0.73,High
S-4afb53,A-40de06,2023-12-12,2024-12-29,Enterprise,28,5572,66864,False,False,False,True,monthly,True,Company_369,Cybersecurity,US,event,False,,,,,,19.81,260718.0,0.25,Low
S-851bbe,A-d77f4c,2024-04-22,,Enterprise,94,18706,224472,False,True,False,False,annual,True,Company_470,DevTools,US,partner,True,2024-10-03,unknown,0.0,False,True,,,,
S-dab0d5,A-cc1d8d,2024-12-14,,Basic,5,0,0,True,False,False,False,monthly,True,Company_440,FinTech,US,other,False,2024-12-17,features,0.0,False,False,0.3,7158.0,,
S-9aa190,A-9b9fe9,2024-10-17,,Basic,33,627,7524,False,False,False,False,annual,True,Company_71,EdTech,AU,other,False,2024-09-04,features,0.0,False,False,2.96,61072.0,,
S-f89d8c,A-88c6ca,2024-12-18,,Pro,49,2401,28812,False,False,False,False,monthly,True,Company_179,FinTech,DE,ads,False,,,,,,2.2,6751.0,0.6,Medium
S-766a62,A-1ac5e0,2024-11-24,,Enterprise,33,0,0,True,False,False,False,monthly,False,Company_126,DevTools,US,event,False,,,,,,2.37,29700.0,0.49,Medium
S-10134d,A-52dd88,2024-09-09,,Enterprise,23,4577,54924,False,False,False,False,annual,True,Company_127,Cybersecurity,US,ads,False,,,,,,22.31,95966.0,0.12,Low
S-85de7a,A-940b8b,2024-04-01,,Enterprise,32,6368,76416,False,False,True,False,annual,True,Company_398,HealthTech,DE,organic,False,,,,,,9.43,64906.0,0.25,Low
S-85796b,A-f19409,2024-08-27,2024-10-31,Enterprise,23,4577,54924,False,False,False,True,monthly,True,Company_105,DevTools,US,other,False,2023-05-25,features,0.0,False,True,0.33,228678.0,,
S-c97464,A-f5641b,2024-10-16,,Pro,38,1862,22344,False,False,False,False,monthly,False,Company_382,EdTech,US,other,False,2024-06-17,features,0.0,False,False,0.69,119786.0,,
S-6732ff,A-9affe6,2023-11-22,,Pro,24,1176,14112,False,False,False,False,annual,True,Company_401,Cybersecurity,US,other,False,2024-01-12,features,83.06,False,False,9.72,98546.0,,
S-aa20eb,A-6f8ad2,2024-09-08,,Pro,1,49,588,False,False,False,False,monthly,False,Company_57,EdTech,IN,organic,False,,,,,,5.75,86497.0,0.37,Low
S-b6aabe,A-902ef7,2024-12-25,,Basic,83,1577,18924,False,False,False,False,annual,True,Company_270,HealthTech,US,other,False,2024-09-26,pricing,0.0,False,False,0.76,86121.0,,
S-0ff339,A-6dee43,2024-01-21,,Basic,12,228,2736,False,False,False,False,annual,True,Company_478,FinTech,UK,other,True,2024-01-14,pricing,143.8,False,False,,,,
S-4d664d,A-cc1d8d,2024-12-26,,Pro,16,784,9408,False,True,True,False,annual,True,Company_440,FinTech,US,other,False,2024-12-17,features,0.0,False,False,0.3,7158.0,,
S-8deb5f,A-533452,2024-12-25,,Basic,52,988,11856,False,False,False,False,annual,False,Company_279,DevTools,AU,organic,False,2024-11-19,features,0.0,False,False,0.23,30350.0,,
S-e2d4e9,A-18793f,2024-12-30,,Basic,148,0,0,True,True,False,False,monthly,True,Company_488,EdTech,US,organic,True,2024-12-30,support,25.41,True,False,,,,
S-d8441d,A-8adedc,2024-03-16,,Basic,4,76,912,False,False,False,False,annual,True,Company_300,EdTech,US,event,True,,,,,,,,,
S-6d356a,A-425e76,2023-06-26,,Basic,28,532,6384,False,False,False,False,annual,False,Company_110,DevTools,UK,other,False,2023-08-10,competitor,0.0,False,False,2.79,119182.0,,
S-c005ac,A-92a3af,2024-09-18,,Enterprise,25,4975,59700,False,False,False,False,annual,True,Company_259,Cybersecurity,IN,organic,False,,,,,,5.81,99378.0,0.58,Medium
S-d0913e,A-eb2fdc,2024-11-14,,Pro,31,1519,18228,False,False,False,False,monthly,True,Company_216,DevTools,AU,organic,False,2024-05-26,competitor,0.0,False,False,6.14,146998.0,,
S-4bef15,A-600734,2024-08-14,2024-09-22,Enterprise,29,0,0,True,False,False,True,annual,True,Company_327,DevTools,US,organic,True,,,,,,,,,
S-2573e4,A-7f8241,2024-01-25,,Basic,60,1140,13680,False,False,False,False,monthly,True,Company_42,EdTech,US,organic,False,,,,,,21.62,366446.0,0.08,Low
S-80c291,A-712533,2024-01-06,,Enterprise,18,3582,42984,False,False,False,False,annual,True,Company_498,EdTech,US,organic,False,2024-07-18,unknown,0.0,True,False,11.6,93053.0,,
S-64acb8,A-3be56b,2024-08-21,,Enterprise,30,5970,71640,False,False,False,False,monthly,True,Company_200,HealthTech,IN,event,False,2024-06-20,pricing,0.0,False,False,2.5,94519.0,,
S-13a948,A-d5a319,2024-07-24,,Enterprise,15,2985,35820,False,True,False,False,monthly,False,Company_158,FinTech,US,other,False,,,,,,19.94,210513.0,0.05,Low
S-081b81,A-b20d99,2024-01-30,,Basic,20,380,4560,False,False,False,False,annual,True,Company_29,HealthTech,IN,other,False,2024-03-04,features,0.0,False,False,5.22,60970.0,,
S-68c537,A-9ee962,2024-06-06,,Enterprise,29,5771,69252,False,False,False,False,monthly,True,Company_59,HealthTech,US,ads,False,2024-10-03,support,0.0,False,True,19.15,79252.0,,
S-3f82bc,A-d5a319,2023-10-30,,Basic,15,0,0,True,False,True,False,monthly,True,Company_158,FinTech,US,other,False,,,,,,19.94,210513.0,0.05,Low
S-fe6311,A-5c9849,2024-11-11,,Enterprise,19,0,0,True,False,False,False,monthly,True,Company_362,EdTech,IN,partner,False,2024-11-13,unknown,0.0,False,True,0.33,40551.0,,
S-b3c4b8,A-c43359,2024-12-17,,Pro,38,0,0,True,False,False,False,annual,True,Company_83,FinTech,US,organic,False,2024-12-19,support,8.92,False,False,0.85,11917.0,,
S-8923b3,A-157070,2024-05-17,,Basic,27,513,6156,False,False,False,False,annual,True,Company_85,FinTech,US,ads,False,2024-12-27,features,0.0,False,False,1.91,141242.0,,
S-2410c6,A-5247b3,2024-05-11,,Basic,33,627,7524,False,False,False,False,annual,False,Company_375,FinTech,UK,partner,True,2024-10-16,pricing,0.0,False,False,,,,
S-7a06fe,A-5a92e7,2024-09-28,,Pro,28,1372,16464,False,False,False,False,monthly,True,Company_413,HealthTech,US,ads,False,2024-11-11,budget,0.0,True,False,0.23,43466.0,,
S-ceaca8,A-96e141,2024-08-10,,Enterprise,24,4776,57312,False,False,False,False,monthly,True,Company_134,DevTools,UK,partner,False,2024-07-22,budget,43.53,False,False,11.33,81994.0,,
S-02c3e7,A-7c4956,2024-08-14,,Enterprise,6,1194,14328,False,False,False,False,annual,True,Company_254,DevTools,US,ads,False,,,,,,19.88,25217.0,0.14,Low
S-3a1a06,A-eb7fac,2024-07-09,,Enterprise,14,2786,33432,False,False,False,False,monthly,True,Company_28,DevTools,US,organic,False,2024-07-22,unknown,0.0,False,False,8.8,315674.0,,
S-7f5d03,A-22d9d2,2024-06-10,,Pro,25,1225,14700,False,False,False,False,monthly,False,Company_188,DevTools,FR,event,False,2024-10-17,pricing,0.0,False,False,6.87,63187.0,,
S-c10f0c,A-0f7d77,2024-11-11,,Basic,6,114,1368,False,False,False,False,monthly,False,Company_457,FinTech,IN,partner,False,,,,,,2.1,2383.0,0.79,High
S-cdd00a,A-4e44e8,2024-08-23,,Basic,38,722,8664,False,False,False,False,monthly,True,Company_22,DevTools,US,ads,False,2024-08-25,features,35.48,True,False,0.16,46593.0,,
S-d57a67,A-2446e3,2024-07-14,,Pro,27,1323,15876,False,False,False,False,monthly,True,Company_241,EdTech,IN,organic,False,2024-07-29,unknown,47.06,False,False,6.6,92124.0,,
S-f75ac4,A-faa28c,2024-02-17,,Enterprise,48,0,0,True,False,False,False,annual,True,Company_91,HealthTech,US,organic,False,2024-08-20,features,0.0,False,False,3.78,269394.0,,
S-76c59f,A-0aaf6e,2024-08-01,,Basic,24,456,5472,False,False,False,False,annual,True,Company_114,FinTech,US,organic,False,,,,,,7.69,29535.0,0.47,Medium
S-0a15fa,A-bb1eaa,2024-12-12,,Pro,25,1225,14700,False,False,False,False,annual,True,Company_468,Cybersecurity,US,organic,False,2024-08-15,pricing,0.0,False,True,2.14,41586.0,,
S-d0f5fb,A-39868b,2024-04-25,,Enterprise,9,1791,21492,False,False,False,False,annual,False,Company_422,FinTech,AU,partner,False,2024-05-06,unknown,0.0,False,False,1.64,24941.0,,
S-ffb6cc,A-94d3da,2024-09-28,,Enterprise,41,8159,97908,False,False,False,False,monthly,False,Company_61,HealthTech,US,other,False,2024-04-12,competitor,0.0,False,False,11.33,206771.0,,
S-1b8300,A-faa28c,2024-05-23,,Enterprise,48,0,0,True,True,False,False,monthly,True,Company_91,HealthTech,US,organic,False,2024-08-20,features,0.0,False,False,3.78,269394.0,,
S-88de1c,A-18793f,2024-12-24,,Basic,148,2812,33744,False,False,False,False,annual,True,Company_488,EdTech,US,organic,True,2024-12-30,support,25.41,True,False,,,,
S-a88ffd,A-cc102e,2024-09-06,,Pro,13,637,7644,False,False,False,False,annual,True,Company_443,HealthTech,US,partner,False,2024-04-25,unknown,50.06,False,False,0.33,28372.0,,
S-f12a54,A-f3ff05,2024-11-24,,Pro,2,98,1176,False,False,False,False,monthly,True,Company_44,FinTech,IN,other,False,2024-10-20,unknown,0.0,False,False,3.48,53588.0,,
S-f9b284,A-22d9d2,2024-07-02,,Pro,8,392,4704,False,False,False,False,annual,True,Company_188,DevTools,FR,event,False,2024-10-17,pricing,0.0,False,False,6.87,63187.0,,
S-61e53d,A-d42431,2024-11-15,2024-12-14,Basic,22,418,5016,False,False,False,True,annual,False,Company_378,FinTech,FR,ads,True,2024-06-26,pricing,0.0,False,False,,,,
S-4c5456,A-149a69,2024-12-19,,Basic,34,646,7752,False,False,False,False,monthly,True,Company_302,DevTools,US,event,False,2024-12-04,pricing,0.0,True,False,1.58,6446.0,,
S-b15cde,A-ee42db,2023-05-01,,Pro,13,637,7644,False,False,False,False,monthly,True,Company_77,EdTech,DE,ads,False,2023-06-23,pricing,0.0,True,False,1.94,76916.0,,
S-9e6a18,A-7d514c,2024-11-06,,Pro,21,1029,12348,False,True,False,False,monthly,False,Company_119,HealthTech,DE,organic,False,,,,,,10.91,105370.0,0.36,Low
S-0b2ac3,A-d792a6,2024-01-01,,Basic,7,0,0,True,False,False,False,annual,True,Company_486,DevTools,US,organic,False,2024-08-13,support,0.0,False,False,7.59,172253.0,,
S-cb8a5c,A-1e6fc3,2024-12-17,,Enterprise,1,199,2388,False,False,False,False,annual,True,Company_434,EdTech,FR,other,False,2024-03-20,pricing,0.0,False,False,3.45,1923.0,,
S-8b52b5,A-c1dfe1,2024-03-04,,Enterprise,26,5174,62088,False,False,False,False,monthly,True,Company_53,DevTools,DE,ads,False,2024-06-06,features,0.0,False,False,1.48,153324.0,,
S-79b2bc,A-249769,2024-08-28,,Basic,4,76,912,False,False,False,False,monthly,True,Company_214,Cybersecurity,US,event,False,2024-12-16,budget,0.0,False,False,7.72,61479.0,,
S-4fd9ba,A-d4ac0e,2024-09-10,,Basic,24,456,5472,False,True,False,False,monthly,True,Company_364,DevTools,UK,ads,False,,,,,,8.38,83974.0,0.36,Low
S-163e9d,A-ccabf0,2024-03-03,,Enterprise,11,2189,26268,False,False,False,False,annual,True,Company_471,HealthTech,IN,organic,False,2024-10-31,features,0.0,False,False,5.95,234908.0,,
S-8324d4,A-5a215a,2024-07-13,2024-08-03,Pro,87,0,0,True,False,False,True,monthly,True,Company_358,EdTech,FR,other,False,,,,,,11.86,613385.0,0.45,Medium
S-22f848,A-993085,2023-10-15,,Enterprise,49,9751,117012,False,False,False,False,annual,True,Company_258,HealthTech,US,ads,True,2024-01-21,features,0.0,False,False,,,,
S-b32512,A-854864,2024-12-25,,Enterprise,20,3980,47760,False,False,False,False,monthly,True,Company_38,FinTech,IN,event,False,2024-12-24,support,8.47,True,False,0.56,11807.0,,
S-98ac99,A-8ed5dd,2023-11-09,,Basic,5,95,1140,False,True,False,False,annual,True,Company_222,EdTech,UK,event,False,2024-10-30,support,0.0,True,True,16.06,103068.0,,
S-93fab3,A-9f9299,2024-11-10,2024-12-31,Pro,28,1372,16464,False,False,False,True,annual,True,Company_133,FinTech,US,organic,True,2024-03-24,features,0.0,False,False,,,,
S-838330,A-5a215a,2024-06-20,,Pro,87,0,0,True,False,False,False,annual,False,Company_358,EdTech,FR,other,False,,,,,,11.86,613385.0,0.45,Medium
